,Equipo Local,xG_local,xG_visita,Equipo Visita
0,Puebla,1.6799999999999997,0.8399999999999999,Santos Laguna
1,Gallos Blancos,0.29999999999999993,3.3,Xolos
2,Bravos,0.375,1.3499999999999999,Atlas
3,Atlético San Luis,0.8999999999999999,0.5999999999999999,América
4,Chivas,1.05,0.0,Toluca
5,Tigres,0.3,0.33749999999999997,Necaxa
6,Cruz Azul,1.3499999999999999,0.6,Mazatlán Fútbol Club
7,Pumas,1.4000000000000001,0.5999999999999999,León FC
8,Pachuca,1.4000000000000001,0.39999999999999997,Rayados
